"CNTYBNA","FACTOR1","FACTOR2","FACTOR3","JA","CT89_91","POPU","HomiRate","LnHomiRate","xcoord","ycoord","poverty","public_assistance","female_headed","unemployment","new_residents","renter-occupied","no_high_school","crowded_households","black","latino"
"0310313",-0.48,-0.7356,-1.2944,0.9593,4,6228,64.22607578676943,4.177859324359669,356891.7380522656,589335.981161669,17.0439,11.0958,13.5709,5.2794,62.9,77.4606,16.0143,6.634,27.2426,35.9233
"0310314",-0.8202,-1.1192,-0.5431,1.0602,5,5584,89.54154727793696,4.505808831302224,357422.24958975706,588182.2104216637,6.6775,1.9725,9.2557,4.2453,57.16,50.3986,13.7255,0.5314,14.3684,22.6565
"0310315",0.1765,0.3348,-1.6001,0.9239,10,10560,94.6969696969697,4.561186633349108,356423.70700541825,588511.1027928379,41.0824,24.522,25.841,7.3024,61.93,97.5014,30.6876,19.8262,43.4751,51.4888
"0310316",0.5499,0.0926,-1.8854001,0.9593,6,3128,191.8158567774936,5.261735623491081,356028.1551282949,588506.3362383789,48.5981,20.4569,39.4022,12.4444,70.16,95.7099,35.9935,14.5046,46.729,41.2945
"0310317",-0.076,0.5041,-1.6768,0.8992,9,6108,147.34774066797644,4.999559116880217,355527.57409805275,588501.6724240641,37.7658,27.0412,22.7642,5.8272,66.72,93.1149,36.7273,18.0073,21.1735,59.2938
"0310318",-0.8769,1.0404,-1.1023999,1.0287,0,1999,0,0,354919.11329959985,588667.9884033937,18.5097,4.8885,14.4608,5.0558,61.32,77.4419,38.9564,20,3.5121,94.0199
"0310319",-0.4868,-0.0133,-1.2237,0.8992,1,1758,56.882821387940844,4.058420646047631,354954.8137366646,588259.6799849978,21.5353,9.8993,22.006,5.2074,59.47,81.0158,27.0914,10.408,14.9705,59.7777
"0310320",-0.2798,2.4979,-0.9306,0.9201,1,614,162.86644951140065,5.099051763828024,355780.25689199386,587716.0655102538,29.79,18.5039,24.6377,11.1111,55.26,94.7195,64.6766,33.6634,10.4987,115.879
"0310321",-0.2672,-0.2881,-1.8735,0.9153,6,5941,100.993098804915,4.62490515221997,356383.4916579256,587696.0332907812,23.6989,15.4835,25.0578,5.2405,69.32,93.8715,24.2103,10.4356,27.0474,50.2401
"0310401",-0.9158,-0.2141,-0.5451,1.0506001,1,4171,23.97506593143131,3.217877964428282,353951.94731653214,590478.3903489113,8.5996,7.3308,7.8173,3.1576,52.64,63.8374,26.2581,6.5152,1.5038,52.1381
"0310402",-0.7154,0.0923,-0.7822,1.0748,3,14969,20.041418932460417,3.046492825351273,352969.81070688827,589625.2963277304,15.0385,9.965,11.3092,6.2631,55.92,70.7457,29.7349,9.7574,2.4527,59.9299
"0310403",-0.9395,-0.3348,0.5471,1.1612999,1,3178,31.46633102580239,3.480203583912643,352317.4093747168,589743.4498047063,9.3333,6.0775,6.9628,3.4241,38.14,35.5917,23.8117,3.3424,1.7054,46.2946
"0310404",-0.7709,0.0711,-0.8533,1.038,3,8781,34.1646737273659,3.560041991382398,353997.3845465762,589250.9607836711,13.7361,9.9435,11.9875,4.2969,54.65,75.8298,29.9056,8.4582,3.847,64.9098
"0310405",-0.7811,0.0609,-2.0067,0.9963,0,678,0,0,354423.21264644514,588656.0251732795,19.2399,8.2344,16.4835,4.4291,74.6,87.6344,21.3315,13.4409,4.2755,73.8718
"0310406",-0.6501,-0.091,-0.2263,1.0397,1,1957,51.09862033725089,3.953138467357845,353813.2390149755,588630.6118829722,10.1549,7.8141,10.1669,8.3794,40,75.4331,26.647,5.5906,0,55.4905
"0310407",-0.8069,0.3239,-0.3806,1.0553,0,3193,0,0,352980.7059083813,588620.8820145489,13.4242,7.42,4.388,7.9228,47.17,72.1989,34.2105,8.1933,0.5244,72.2863
"0310408",-0.7206,-0.2973,-0.609,1.0397,0,1711,0,0,353132.4433715251,588216.7802522365,14.1157,4.543,12.4722,5.0431,48.21,73.4177,23.9784,5.1899,4.7593,51.2709
"0310409",-0.9273,-0.1959,-1.0652,1.0397,1,1736,57.6036866359447,4.070797606480287,353828.92138230946,588226.9549013869,9.5698,0.5707,11.0169,3.6096,57.45,79.1099,26.2153,6.5395,0.8341,58.5162
"0310410",-0.7447,0.0483,-1.5746,1.0287,1,1692,59.1016548463357,4.096037376042878,354434.71887419047,588246.1346270768,12.4112,3.6085,14.0162,4.1972,64.47,93.3484,29.1801,12.8523,9.2947,57.135
"0310501",-0.8154,-0.2285,-0.2422,1.1091,0,2259,0,0,354452.8897248616,587639.8000912905,8.8506,5.1341,3.8674,6.2741,46.57,64.508,27.7624,6.1396,2.2989,43.3717
"0310502",-0.8603,-0.3095,-0.2799,1.1727,0,4582,0,0,353842.4070668302,587620.6504805106,9.4831,5.2522,12.6947,2.7899,48.02,58.9175,29.272,3.0928,0.2084,47.6031
"0310503",-0.887,-0.2586,-0.0813,1.2146,0,2487,0,0,353194.6740159285,587611.4559789689,11.8284,6.3007,9.0909,3.1832,47.24,50.8072,29.4422,3.3238,0.4252,48.6277
"0310504",-0.8333,-0.8405,0.1795,1.151,0,467,0,0,353174.3375594568,586425.9964587803,5.6548,6.6964,3.6458,3.0744,37.04,57.3248,19.5502,0,1.7857,23.2143
"0310505",-0.8723,-0.7635,-0.1123,1.1651,5,4629,108.01468999783971,4.691482643770785,353870.1804641061,586813.3893598419,4.4559,1.7864,6.8493,3.7916,43.18,60.3721,21.9315,0.5581,0.616,27.7207
"0310506",-0.8349,-0.661,-0.8831,1.1091,0,1214,0,0,354478.7321610035,586821.1281454656,8.8034,10.8065,7.7103,2.5609,57.49,68.5065,19.5969,4.329,1.5814,35.8988
"0310507",-0.8659,-0.3474,-0.2339,1.1655999,1,1598,62.57822277847309,4.152271002567176,354496.35890225996,586209.3721734692,11.92,1.6,7.8125,3.5644,44.51,61.4964,22.0879,6.5693,2.4,41.84
"0310508",-0.9773,-0.4496,-0.1342,1.2279,1,1251,79.93605115907275,4.393659350996312,354083.76041758957,586207.3231810834,2.6588,1.8464,7.6677,5.1305,51.91,45.975,24.6738,4.2934,0.517,40.325
"0310509",-0.8157,-0.183,-0.0447,1.1651,0,863,0,0,353689.0384461807,586193.0537625554,6.4827,6.8678,13.2075,4.5419,39.75,63.3234,24.9305,4.6407,1.2195,57.1887
"0310510",-0.5901,0.0274,-1.1101,1.151,0,1057,0,0,353700.4784936502,585789.2395258868,17.6853,15.9948,18.1818,5.3061,65.77,68.4909,36.5559,7.2968,2.2757,55.7868
"0310511",-0.6016,0.0885,-1.0296,1.2279,0,1494,0,0,354101.1461995921,585800.336873802,16.3972,12.7598,22.9765,5.0898,61.82,69.0184,32.3879,9.0491,3.4642,61.9515
"0310512",-0.7013,-0.0588,-0.3882,1.0678999,0,1289,0,0,354505.29608961457,585803.4589639211,15.5995,3.2596,13.6038,5.5107,49.97,63.6637,35.0814,5.4054,5.7043,50.2328
"0310513",-0.7638,0.6382,0.3551,1.1781,0,2484,0,0,354525.1084591108,585199.1074899391,20.0754,8.4826,8.4967,6.0113,41.56,46.3235,42.5641,11.3971,0.2828,65.033
"0310514",0.0119,0.2904,-0.6441,1.0243,4,2460,162.60162601626016,5.09743436309395,354091.8266556849,585173.6551847087,28.6854,27.7836,33.3787,5.3661,49.82,77.0221,44.127,8.9154,17.9327,51.3007
"0310515",-0.6652,0.7211,0.1563,1.151,0,917,0,0,353620.58820072946,585362.7708178356,15.6932,12.2449,9.2537,8.2353,44.09,56.6191,46.8384,10.1833,5.841,73.2582
"0310601",-0.7431,-0.2894,-0.5871,0.8992,0,1592,0,0,355260.60311322234,587615.9010535098,11.3532,8.5245,15.2294,3.1716,49.31,68.6189,21.7962,7.3427,5.5046,49.9618
"0310602",-0.5229,0.0568,-0.9346,1.1091,0,1789,0,0,354852.89837976906,587645.4144920136,18.3366,13.5397,17.7536,7.2727,55.73,76.2681,26.9782,10.3261,3.3269,59.0329
"0310603",-0.78,-0.5279,-0.76,1.1655999,0,2679,0,0,354876.49301430146,586838.0086869544,11.7834,6.2279,7.9882,6.8443,56.48,65.3909,20.5015,3.2573,2.3355,47.0983
"0310604",-0.7967,-0.704,-1.177,1.1091,1,3609,27.70850651149903,3.357193472978398,355268.9901952351,586851.021533634,10.1054,6.5431,4.8733,4.2445,60.69,79.1506,20.7287,4.0154,5.0164,33.7695
"0310605",-0.637,-0.1549,-0.8501,0.9209,0,1187,0,0,355729.5566706906,587092.1172304581,29.2453,15.4572,1.8315,0.9464,52.19,82.2408,39.3268,2.503,5.6604,45.0653
"0310606",-0.7697,-0.8565,-1.1483001,0.9153,2,1289,155.1590380139643,5.050874962386868,356100.0632596333,587052.9728242023,12.8828,9.7149,0,6.0498,66.15,67.3993,18.254,3.2967,6.7582,27.5607
"0310607",-0.2295,0.4148,-1.5733,1.0602,5,2278,219.49078138718173,5.39585588624505,356465.9878633498,587110.2030121859,33.0576,16.3137,25.1366,6.7623,62.98,92.2443,31.8448,16.129,16.1482,66.1813
"0310608",-0.8307,-1.3629,-1.0257,1.0602,2,5666,35.29827038475115,3.591770092332613,357151.00320143363,587215.9960583701,7.3616,2.7483,6.5315,3.3615,61.15,62.7213,4.0135,1.8329,15.7636,18.4334
"0310609",-0.8526,-1.2102,-1.2293,0.9875,0,7253,0,0,357459.7345446389,586858.0995292754,8.1911,1.9018,6.8252,3.3813,65.56,66.8686,10.9462,1.3578,12.7433,22.8062
"0310610",-0.799,-1.3013,-2.3141999,1.0022,0,1445,0,0,356478.6986103992,586708.5492102886,12.2215,0.5092,10.8434,4.2651,81.08,86.9239,6.712,3.0011,6.6836,24.5703
"0310611",-0.8515,-0.9702,-1.7776999,0.9209,0,837,0,0,356083.71993633005,586680.5884681892,8.9744,2.4038,5.7471,7.9895,73.38,79.2187,7.9007,3.4375,4.4071,43.2692
"0310612",-0.9317,-1.09,-0.9371,0.9209,0,2203,0,0,355680.37637431687,586658.5498673226,8.39,1.0204,0,4.6398,58.33,68.5039,12.7273,0.4499,1.1338,24.6032
"0310613",-0.7442,0.0662,-0.8799,1.0678999,0,790,0,0,354891.8481828558,586224.0069520809,7.7399,6.3467,9.1255,8.5607,55.78,76.7521,21.6783,14.359,5.3406,57.1207
"0310614",-0.7425,-0.9398,-1.0707999,1.1655999,0,1281,0,0,355292.6598082356,586246.1976009111,6.9106,1.9512,7.2581,6.9542,59.43,75.2434,14.9653,3.4771,3.4146,23.1707
"0310615",-0.9431,-1.0238,-1.2153,1.1315,0,2738,0,0,355692.77952983073,586255.1608263177,4.3993,2.7073,5.0279,1.476,61.45,75.4505,12.5753,5.0676,1.8613,18.5562
"0310616",-0.7423,-1.2974,-1.7164,1.0022,1,856,116.82242990654206,4.769178659769363,356098.42720496084,586369.5562200899,7.5594,9.5032,0,8.204,79.16,69.8997,10.5541,2.3411,8.2073,14.4708
"0310617",-0.8197,-1.0887001,-1.7987,0.9875,0,1375,0,0,356489.51481505076,586382.7044084804,12.8623,1.2681,10.1449,2.9952,73.83,77.1255,11.6022,3.8462,11.0507,27.7174
"0310618",-0.8051,-1.5236,-1.4879,0.9875,0,1022,0,0,356881.5671816691,586407.8497130751,5.2057,0.8396,8.5714,4.0798,66.4,75.7732,3.782,0.5155,8.4803,11.6708
"0310619",-0.8214,-1.1622,-1.2369,0.9726,2,6644,30.102347983142685,3.437283314185617,357712.49809573276,586187.156283333,10.2756,2.9739,6.3395,3.024,58.78,78.3036,7.7036,2.2934,6.2379,24.2384
"0310620",-0.8126,-1.2613,-1.9614,0.9726,1,3144,31.806615776081426,3.490630195541576,356889.9805519147,585969.8737294842,8.1545,4.2203,7.0461,3.0555,72.95,87.5219,6.5062,4.1983,9.5851,21.1016
"0310621",-0.7325,-1.1381,-2.1087,0.9829,1,2605,38.38771593090211,3.673453989287397,356501.82380770356,585973.537133777,17.3398,6.7897,7.21,3.8975,76.67,87.4848,12.3959,2.6124,1.4276,23.4679
"0310622",-0.7876,-0.66,-1.4706,1.1315,0,2770,0,0,356096.8129386565,585958.0911300998,13.2091,6.6451,8.2222,3.5211,67.67,76.489,16.9501,8.0721,6.4425,33.4279
"0310623",-0.9582,-0.6997,-0.8561,1.1315,0,1840,0,0,355704.465245569,585841.5867766609,5.1502,1.4592,9.2593,1.1696,58.4,66.8421,24.5305,2.9825,2.7468,31.4163
"0310624",-0.5872,-0.7061,-0.6568,1.1315,0,1071,0,0,355305.7536236878,585835.0608124689,9.736,8.2508,8.2143,7.1823,53.47,70.2703,23.0924,4.6847,3.5479,17.9868
"0310625",-0.6649,-0.5723,-0.954,1.0678999,1,1441,69.39625260235947,4.254140031667105,354909.63800277695,585821.4637814023,14.527,14.6959,14.0541,1.998,56.82,71.6867,21.9146,4.8193,3.4628,36.9088
"0310626",-0.7531,0.4904,-0.4563,1.1781,4,917,436.2050163576881,6.080402230064757,354930.53328539716,585211.9837730817,16.7344,3.3306,15.748,4.9837,52.98,61.3592,37.1281,14.7573,6.0926,61.6572
"0310627",-0.7289,-0.6752,-0.6814,1.184,1,3761,26.588673225206062,3.317405298098838,355322.8532067432,585224.991394055,14.0009,6.8419,8.2164,3.7994,55.31,65.1697,26.699,1.1976,5.6638,30.6299
"0310628",-0.8736,-0.8728,-1.2848001,1.184,0,3742,0,0,355723.34745319857,585232.265804742,7.3024,4.9628,7.9848,4.3139,67.31,68.5342,16.0671,3.914,1.6306,30.7692
"0310629",-0.7576,-1.2378,-1.4958,0.9829,0,3473,0,0,356124.3208460817,585245.1959666578,7.2842,5.8453,12.3762,3.5535,67.37,75.8563,11.1605,0.8422,5.4257,21.5828
"0310630",-0.9397,-1.2977999,-1.7024,1.0876,1,2879,34.73428273706148,3.576110528749822,356526.38547367207,585261.3985155295,7.1527,1.3755,6.5882,2.1404,71.09,76.7131,6.456,2.5552,4.7111,21.6988
"0310631",-0.8447,-1.2283,-1.9134001,0.9726,1,2405,41.58004158004158,3.751385635980629,356918.08725103736,585479.3361787117,11.6491,1.8217,6.1404,2.7245,74.03,83.3333,10.6162,2.4444,9.3001,22.627
"0310632",-0.9715,-1.198,-1.3092,0.9726,1,6703,14.91869312248247,2.767494086750319,357944.7774329941,585599.5704905338,8.7671,1.8465,1.9056,2.1003,62.58,73.9168,5.7862,2.8813,3.8238,24.3821
"0310633",-0.9205,-1.3514,-1.183,1.012,0,9814,0,0,357925.10158127325,585099.2629286034,5.7246,1.6764,5.2681,1.3475,60.04,73.759,8.3844,0.3081,4.6566,15.3359
"0310634",-0.9757,-1.5395,-2.1839001,1.0876,0,2390,0,0,356926.6602105896,585079.9870713407,6.7198,0,2.2831,1.9497,81.8,80.5295,4.5718,2.9035,6.6202,9.109
"0310701",-0.8625,-1.4069999,-1.4722,1.012,3,7299,41.10152075626798,3.74008386251261,357914.0708487601,584506.6550408737,5.9325,2.9959,4.434,4.0114,67.8,73.6989,5.7836,1.8116,2.8774,11.4506
"0310702",-0.9445,-1.4114,-1.7136,1.1655,0,2903,0,0,356969.54918651085,584461.6791191873,8.384,1.7985,0,2.2998,73.55,76,10.3767,1.2048,2.9886,8.384
"0310703",-0.9895,-1.3276,-1.8505,1.1952,1,4741,21.092596498628982,3.095242552336615,356554.8274735291,584452.93446017,6.9873,0.5445,0,2.7415,75,79.1995,7.6207,3.2131,3.2365,15.2753
"0310704",-0.7047,-1.0585999,-1.1799999,1.0876,0,2932,0,0,356147.34352013073,584439.1690379195,16.322,9.195,3.8462,2.7958,63.03,73.0301,21.4692,0.5125,2.4372,11.8168
"0310705",-1.0107,-1.2959,-1.4588,1.2055,0,3348,0,0,355755.7676395359,584433.3290116907,4.7356,1.3793,4.8711,0.9059,69.24,70.2509,10.6086,1.6129,1.6092,15.7701
"0310706",-0.9352,-0.3639,-0.7654,1.184,5,3262,153.28019619865114,5.038770405044242,355368.87907842384,584412.2435981171,14.8026,5.5451,5.8315,4.8753,63.17,50.6316,20.9979,7.0526,0.8459,48.6843
"0310707",0.4809,0.2937,-0.471,1.0186,0,2667,0,0,354701.67484821007,584456.0498185639,41.5066,34.9529,38.2126,9.4689,42.89,84.684,52.1739,3.1605,23.5782,50.3578
"0310708",-0.3853,-0.6562,-1.27,1.2423,0,1159,0,0,355248.47356473707,583706.7891818399,31.3518,12.7036,16.895,2.8628,61.05,77.1812,26.1251,2.8523,13.0293,29.886
"0310709",-1.0452,-1.2882,-0.7517,1.2867,0,1427,0,0,355774.38425107946,583566.3026185387,5.1003,1.8911,0.8174,2.9735,66.2,42.9091,12.154,0.3636,2.1203,12.0917
"0310710",-0.9595,-1.4345,-1.608,1.1952,0,3264,0,0,356176.35578177986,583635.4588247599,7.6399,1.2733,5.2257,2.6535,74.89,63.7464,4.1146,2.849,4.3234,12.6444
"0310711",-0.9097,-1.4597,-1.5766,1.2276,0,3279,0,0,356578.5093652771,583644.2501961209,9.379,0.7921,4.2596,2.889,72.87,66.8428,5.2078,2.5099,4.2459,7.6996
"0310712",-0.8293,-1.2078,-1.0819,1.1655,0,2581,0,0,356977.8954224109,583654.4378305709,11.3485,3.9411,0.9615,4.1777,62.83,65.9378,10.8966,2.2708,6.0304,13.1529
"0310713",-0.8965,-1.5608,-1.2857,1.1961,0,3017,0,0,357374.3847642324,583654.8486710669,6.7086,1.0183,5.8925,2.1753,62.71,70.3084,1.4795,0.8364,2.2761,7.1279
"0310714",-0.9046,-1.4108,-1.3182,1.0936,1,4212,23.741690408357076,3.208489691564565,358383.4286420886,583703.0025361564,4.7697,1.9364,5.2557,2.2135,64.91,71.8477,8.1881,0.7491,4.8104,10.8846
"0310715",-0.9677,-1.5326999,-1.2628,1.191,0,6693,0,0,358608.5447367603,582900.2148248891,4.8648,1.2842,0.547,3.753,68.57,61.2854,3.62,0.5229,6.1036,9.9713
"0310716",-0.9124,-1.4129,-0.5542,1.2837,0,1663,0,0,357402.79200444353,583064.1536400096,8.6264,3.1868,0,3.5176,57.08,48.2877,5.704,0.4566,6.0989,7.5274
"0310717",-0.5433,-1.1849,-1.0322,1.191,0,1618,0,0,357419.78521992697,582656.599339112,10.364,17.7051,13.5359,4.316,64.33,59.3434,9.9026,3.2828,15.9161,16.6564
"0310718",-0.6247,-1.3982,-0.7856,1.1961,1,2389,41.85851820845542,3.757904416616592,357013.02107396885,582835.0982931802,8.7912,8.8621,10.7198,5.2048,62.33,50.508,6.9565,2.0319,17.7597,6.4161
"0310719",-0.8432,-1.4565001,-1.3453,1.3214999,0,3089,0,0,356607.89329818217,582835.6393279004,8.209,8.0431,3.4247,2.8375,71.63,60.2456,7.6471,1.2279,9.8673,8.4577
"0310720",-0.9611,-1.3554,-1.5379,1.2276,0,938,0,0,356107.9533998058,582876.2292756307,10.4839,0,8.982,1.6717,79.35,50.1305,5.92,4.6997,10.8871,12.7689
"0310801",-1.0008,-1.4368,-0.6142,1.1274,3,7002,42.84490145672665,3.780658439691484,358922.56844679924,582162.4748764504,4.8835,1.9445,0.3455,1.5977,53.46,56.929,3.5142,0.5443,1.8406,8.9951
"0310802",-0.973,-1.505,-0.8636,1.191,1,7498,13.336889837289943,2.662835924429763,358266.9645990573,582081.3447113194,5.6202,0.7008,3.2976,4.0665,64.78,46.8089,2.5319,0.6301,3.602,9.4043
"0310803",-0.7604,-1.1461,-1.4672,1.1512001,2,3997,50.03752814610958,3.932561208124545,357865.4795581446,582062.4495819211,9.3628,6.1588,0,4.606,66.5,81.4768,12.9598,3.1289,14.5247,18.156
"0310804",1.3291,-0.1755,0.1417,0.9264,1,3660,27.3224043715847,3.343653165348285,357441.4978751929,582044.4943657683,45.5702,36.9737,42.885,11.8138,26.96,91.3295,44.825,11.0983,95.5702,0.2632
"0310805",2.5826001,0.5224,-0.5595,1.3214999,0,3438,0,0,356651.0650624961,582019.8541011394,83.6002,74.8161,70.751,17.5824,42.74,100,74.4479,10.9188,98.3124,2.2068
"0310807",-0.0839,-0.5071,-1.6231,1.1924,0,82,0,0,356805.3405236069,581341.8432464564,15.2941,15.2941,0,0,80,100,77.6471,0,100,0
"0310808",2.5762,0.8086,-1.0236,1.1512001,6,2590,231.66023166023166,5.449579156091004,357522.19379017776,581417.1992537446,83.8381,77.0839,75.2315,16.2556,52.01,100,64.7159,24.6054,99.8124,0.1608
"0310809",-0.2627,-0.6242,-1.3471,1.1512001,1,1021,97.94319294809011,4.594545876838278,357861.184820311,581388.4850729696,32.4895,17.8622,0,0,57.81,98.2188,33.2692,7.3791,41.7722,9.564
"0310810",-0.5192,-1.2740999,-2.1798,0.9711,1,6017,16.619577862722288,2.86901066237327,358176.8139134558,581268.4339784366,14.5448,5.5858,11.0465,4.2164,75.58,96.9186,14.0067,2.6744,25.934,16.576
"0310811",-0.7272,-1.3463,-1.9737999,1.1274,3,3149,95.26833915528739,4.567139491696397,358424.05095536495,581262.2246299998,16.7035,1.1615,4.9223,4.2784,74.63,83.6791,6.4734,3.6883,12.3617,13.6339
"0310812",-1.0743999,-1.4086,-0.6913,1.0829999,1,5604,17.84439685938615,2.936215620867899,358815.74924448825,581346.4257785297,4.5719,0.508,1.1809,1.1108,58.07,50.787,3.3533,1.25,2.5698,12.2964
"0310813",-1.1041,-1.2517999,-0.1434,1.0355,0,7993,0,0,359566.1766287545,581056.1011850814,5.6413,1.344,0.9338,0.8728,50.16,38.6262,4.8459,1.2417,1.2278,17.1893
"0310814",-0.9166,-1.5318,-1.9655,1.0829999,3,12660,23.696682464454977,3.206668921433149,359982.3207454934,580434.9796781434,8.7965,3.5214,5.3408,2.9369,80.28,70.1732,1.7671,2.1212,7.948,15.8676
"0310815",-0.8076,-1.3002,-1.8265001,1.0829999,0,3586,0,0,358675.04080242314,580406.0788294458,10.554,2.9114,0,2.725,63.63,100,6.0565,3.0011,8.0873,17.226
"0310816",-0.9246,-1.4258,-0.7531,1.0829999,0,765,0,0,358451.1961570911,580366.7194074026,10.8911,0.6601,0,2.6578,58.89,53.743,5.9135,0,11.1386,11.3861
"0310817",-0.7074,-1.4087,-2.3684001,1.0773,0,2254,0,0,358203.10914774286,580347.1345782267,7.1093,1.0576,8.5366,5.5419,79.77,97.4268,8.7508,2.6619,11.2808,13.7485
"0310818",0.0795,-0.867,-1.8902,0.9711,2,1659,120.55455093429777,4.800363140902854,357711.4491056244,580481.7419913952,32.0657,24.4598,29.0909,1.9792,64.6,98.7749,17.8082,8.1164,37.943,18.2368
"0310819",2.3037,0.5764,-0.7057,0.7857,1,1645,60.790273556231,4.123745966255692,357400.59683617594,581007.0294171504,76.7053,68.8546,64,15.7143,45.17,100,63.6081,19.2817,98.6486,0
"0310901",-1.0359,-0.8368,1.4839,1.2284,0,4703,0,0,343042.03746134415,593920.6145632667,3.2569,1.7276,1.4953,1.7555,26.23,12.1899,19.8215,0.2126,0,11.8097
"0310902",-0.9807,-0.8483,1.2042,1.1995,0,5959,0,0,343076.62521358824,592852.6672281229,1.6183,1.5878,2.7886,2.2633,27.55,24.5908,19.7643,0.7639,0,10.8855
"0310903",-1.0729001,-0.9723,1.3113,1.2292,0,1551,0,0,342788.6070475141,592145.9283693011,1.3937,0,2.75,1.9383,30.83,10.2518,16.4813,0,0,10.0348
"0311001",-0.9454,-0.6363,0.7087,1.2033,0,6453,0,0,345610.3868089388,591084.4008563872,3.204,3.9723,4.3137,2.9236,37.41,33.5099,27.7928,0.6623,0,21.3041
"0311002",-1.033,-0.7188,0.948,1.1959,1,5976,16.733601070950467,2.875461205551446,344658.6876883525,591735.645351753,2.5937,1.4843,1.9355,1.9711,33.97,26.338,24.0459,1.0211,0.1499,17.6312
"0311003",-0.9225,-0.673,1.013,1.2557,0,6248,0,0,343825.36022129125,590979.774968599,2.7512,4.256,2.7578,3.5811,31.81,28.9515,24.8011,1.3693,0,16.4767
"0311004",-1.0664001,-0.75,1.577,1.3237,0,3516,0,0,342697.56956057425,591001.2330421812,2.905,1.263,0,3.3308,28.3,4.6191,20.1839,0.9724,0,15.7247
"0311005",-1.1002001,-0.5921,1.541,1.3053,0,6908,0,0,342553.3518380252,589787.6002091779,1.5592,1.7397,1.7525,1.2855,28.18,8.7697,26.9443,1.0217,0,18.9234
"0311006",-1.0669,-0.4363,1.2979,1.2897,0,5302,0,0,344418.0834137143,589925.5679960715,2.5474,1.6211,2.2939,1.7818,30.78,17.711,30.5815,2.1233,0.1474,23.8105
"0311007",-1.0921,-0.4685,1.5229,1.2489001,0,5468,0,0,344405.7863120887,589138.9934244894,1.1448,1.2051,2.0901,2.2952,29.79,8.6578,30.303,1.4857,0,22.4142
"0311101",-0.9209,-0.7913,0.7279,1.1963,1,6323,15.815277558121146,2.822287851634716,346719.39023579104,590850.4053597313,3.5306,2.8485,5.271,2.6683,35.63,33.6094,23.364,0.6819,0,14.6238
"0311102",-0.9912,-0.5721,0.9397,1.2351,0,2889,0,0,346413.36529846356,590035.9234485335,1.9108,2.293,0.5556,2.1516,32.79,33.7536,31.3273,1.0669,0,16.3482
"0311103",-1.0016,-0.4457,1.4509,1.2525001,0,4893,0,0,345596.01543888863,589502.8888291968,3.5555,5.6278,1.8116,2.3245,29.34,13.4276,30.6069,2.0192,0,20.8248
"0311104",-0.9984,-0.6142,0.4614,1.294,1,4128,24.224806201550386,3.227827883417311,346436.5675995042,589232.7747677914,3.2553,4.7558,3.7823,1.8524,40.32,39.0415,26.6798,0.9936,0,27.3906
"0311105",-0.9088,-0.585,0.4719,1.2235,0,8693,0,0,347423.94659211324,589358.6746607096,4.8558,4.829,4.5148,3.2386,39.15,41.1874,26.1913,2.1759,0.2012,24.4265
"0311201",-1.0777,-0.973,1.6188,1.2607,0,4221,0,0,346245.88670360396,592459.1759467629,1.1136,0.9156,3.2976,1.7744,24.78,4.1557,11.528,1.1214,0,11.1111
"0311202",-1.1408,-0.7466,1.1718,1.2905,0,4142,0,0,347719.12827518285,591626.106326156,1.1166,3.0371,1.6807,1.155,34.14,11.5543,18.6138,1.8768,0,21.9741
"0311203",-1.0971,-0.8121,1.4736,1.2701,0,6707,0,0,349173.15170663263,591278.6158913621,1.1124,1.6686,4.2172,1.7369,26.45,8.2549,12.4972,2.3952,0,20.7146
"0311204",-1.0224,-0.7792,0.9262,1.3112,0,3450,0,0,348177.7859419313,589726.0155578153,2.1855,3.9963,4.3617,2.0331,36.75,19.8728,20.6704,1.5103,0,17.8582
"0311301",-1.0572,-0.3721,1.0581,1.1447999,0,5210,0,0,350749.0807004157,591292.8876996672,5.5249,4.3508,1.2833,0.787,28.31,31.6883,26.5674,2.7273,0.5295,35.1749
"0311302",-1.1016999,-0.9393,0.1852,1.2036,0,943,0,0,349508.54463672807,590138.8850882876,5.2925,5.0139,0,1.0619,48.85,31.2081,17.8,0,0,23.1198
"0311303",-1.0786,-0.3631,-0.0922,1.1734,1,5515,18.13236627379873,2.951381470198809,351357.9544265741,590804.583266377,3.9501,2.6611,1.1026,4.1547,48.49,50,22.4502,5.0339,0.1247,47.9626
"0311304",0.2078,-0.3619,-1.8534,1.1513,0,217,0,0,351891.94989837083,589864.9554814536,35.7798,32.1101,35.4167,7.8652,61.97,100,15.6028,10.3448,18.8073,48.1652
"0311305",-0.9168,-0.3355,-0.5556,1.1516,0,7148,0,0,350998.3004391231,589879.9343197742,9.4858,8.9001,6.3751,3.483,55.93,56.7736,23.2269,6.7496,0.9762,46.3065
"0311401",-0.469,1.3648,-1.3142999,1.1612999,0,3856,0,0,352016.28035338986,589085.6917290399,33.534,27.9408,16.1137,4.5733,64.61,82.243,44.0333,24.486,7.4241,93.9553
"0311402",-0.7348,0.8413,-1.5402,1.1516,6,7549,79.48072592396343,4.388017726240713,351397.26383920433,589042.8022651226,20.8752,10.5568,9.9141,7.3611,69.73,83.4706,33.1176,22.2954,5.67,81.2021
"0311403",-0.7722,0.9373,-0.892,1.0852,0,7871,0,0,350540.040613598,589124.9862120338,16.6475,11.8664,11.6447,6.416,60.19,71.2811,36.669,21.5861,2.1601,79.2626
