"CNTYBNA","FACTOR1","FACTOR2","FACTOR3","JA","CT89_91","POPU","HomiRate","LnHomiRate","xcoord","ycoord","poverty","public_assistance","female_headed","unemployment","new_residents","renter-occupied","no_high_school","crowded_households","black","latino"
"0311404",-0.9358,-0.3648,0.6971,1.2507,0,5694,0,0,349277.58784784266,589097.3341864902,2.61,5.5302,4.1379,4.9845,40.48,31.9324,33.3763,1.4976,0,32.7067
"0311405",-0.9221,-0.3273,-0.3833,1.2041,0,3283,0,0,349867.7443971687,588418.3364775474,6.3732,5.8476,8.535,4.3852,54.6,53.598,28.4706,4.0529,0.6899,46.912
"0311406",-0.7758,0.8414,-1.0944999,1.1032,2,9995,20.010005002501252,3.044998752957847,350591.0495940106,588347.0007314092,21.2583,13.3192,11.4868,5.6975,65.81,68.9446,38.1897,18.4391,3.3204,82.8611
"0311407",-0.7958,0.8253,-1.0509,1.1161,2,8929,22.398924851607124,3.152690074795565,351391.9769581447,588377.7494372707,17.5017,14.9283,13.0893,5.1797,61.58,76.2782,40.9164,13.5714,4.3384,95.7072
"0311408",-0.7838,0.6281,-0.8055,1.1473,8,7858,101.80707559175363,4.632854179366038,352261.9155507587,588355.3416792046,17.1657,12.0444,10.2339,8.024,60.61,63.6749,31.296,15.7917,3.3871,83.3897
"0311501",-0.9215,-0.2336,0.1248,1.2839,0,577,0,0,348710.80695375934,587447.3619937815,7.0968,2.9032,0,5.1471,40.97,56.9343,26.3158,7.2993,0,37.0968
"0311502",-0.899,-0.5537,-0.1282,1.2551,2,7419,26.95781102574471,3.330696624806718,348167.02541238297,587881.4015879391,8.4907,3.3366,4.9505,3.4256,46.04,55.5517,23.8152,3.4376,0.6531,32.117
"0311503",-0.8539,-0.624,0.7239,1.2421,0,7142,0,0,347348.0803919588,587856.4978519526,6.3241,5.5095,3.8692,2.8856,33.11,40.7867,27.2423,1.1732,0.2518,18.4982
"0311504",-0.9152,-0.5079,0.8439,1.1900001,1,7506,13.32267519317879,2.661843959250837,346524.7120356197,587899.1835948835,4.703,4.033,2.8487,3.3785,32.84,36.8273,29.3103,1.4393,0,23.7598
"0311505",-1.0027,-0.4196,0.7514,1.1889,0,8080,0,0,345717.69100127363,587872.4544888644,3.7731,3.7314,4.329,1.6393,38.26,30.7582,31.9653,2.7668,1.1097,26.0785
"0311506",-0.9512,-0.6728,0.7641,1.212,0,3880,0,0,346569.10453357326,586632.1525935819,3.149,7.674,5.3807,2.147,35.56,31.4828,23.3002,0.5622,0,26.3562
"0311507",-0.9787,-0.452,0.6067,1.2221,0,4660,0,0,347383.1127214639,586645.2142996051,4.334,4.0891,4.1667,3.2201,39.74,34.6376,30.0374,1.4753,0,31.9785
"0311508",-0.7983,-0.5618,0.4173,1.2280999,0,5083,0,0,348200.70650056575,586665.9856805481,5.0189,7.928,4.6809,6.0754,39.62,44.8315,26.208,1.3483,0,28.381
"0311509",-0.9766,-0.2161,0.4293,1.2551,0,1748,0,0,348805.1668920258,586678.5303576922,8.2967,5.9082,1.5504,3.6725,43.11,37.7451,31.8584,4.4118,0,39.2834
"0311510",-0.9305,-0.1959,-0.1827,1.2297,0,7452,0,0,348413.1322421755,585858.9877031494,7.1718,5.2291,6.2743,4.0077,49.27,55.8384,31.9095,4.3636,0,47.596
"0311511",-0.8227,-0.4639,0.2298,1.1102999,0,4690,0,0,347409.311091082,585838.8983409085,5.8949,5.0868,6.1694,5.7319,41.92,50.4535,30.3203,0.6803,0,34.4426
"0311512",-0.9584,-0.2572,1.1321,1.1447999,0,3067,0,0,346595.9617581706,585818.6385506295,3.9716,5.4246,4.4318,4.1416,30.99,27.1605,32.9071,1.07,0,39.3284
"0311601",-0.709,-0.478,0.2621,1.2839,0,3349,0,0,348958.1000296276,588317.1993238737,6.0302,7.5377,12.8015,4.3094,38.96,51.683,27.0378,4.126,0,24.8972
"0311602",-0.8551,-0.5468,0.1872,1.3417,1,3533,28.30455703368242,3.377743034089269,349327.5045490776,587680.4338990471,6.4516,8.9571,8.7786,4.3203,45.13,40.6977,21.9456,3.0731,0.9082,35.8283
"0311603",-0.7717,-0.6972,-0.9251,1.2117,0,3979,0,0,349949.38495354215,587514.446775488,10.3653,5.049,9.6257,5.4162,59.29,68.8498,23.1171,1.4309,2.5245,36.9765
"0311604",-0.8003,-0.2845,-0.396,1.2282,3,3813,78.67820613690007,4.377996099680797,350615.6894411456,587544.6954841318,12.2932,7.7112,12.2411,3.1042,51.38,58.8235,30.8478,3.9582,0,43.9651
"0311605",-0.7422,0.3969,-0.6128,1.1791,2,8662,23.089355806972986,3.181770075172219,351420.8641171754,587568.5146503675,12.0494,11.6987,14.5012,6.8785,56.87,63.1131,35.2561,11.5525,1.2484,70.1221
"0311606",-0.7528,0.3072,-0.6778,1.1709,6,7050,85.1063829787234,4.455583543165807,352390.1198609118,587587.9583638175,13.819,9.6205,11.2549,6.316,55.16,69.8974,35.5516,10.0342,1.9185,66.9262
"0311607",-0.9507,0.1623,-0.051,1.2351,0,6631,0,0,352342.6054211513,586790.7814307787,8.5386,4.9254,2.4903,4.8141,48.13,55.7241,38.179,7.5342,1.456,54.3412
"0311608",-0.954,-0.1774,-0.2101,1.1993001,1,5781,17.298045320878742,2.906794241075715,351450.0302334273,586756.1113621402,4.1187,2.7236,9.9755,4.1313,49.3,56.2972,30.6398,4.8752,0.3764,51.3064
"0311609",-0.8661,-0.3034,0.172,1.2693,1,2330,42.918454935622314,3.782334617521054,350643.26029983535,586730.560372781,7.8967,4.5178,7.3552,4.9729,41.39,50.7339,25.6158,4.5872,0.7593,43.2422
"0311610",-0.8527,-0.9009,-0.1955,1.2211,0,2082,0,0,349979.74731937546,586707.1338692467,5.8793,1.5223,3.4115,4.4242,43.07,62.2461,13.7692,3.4648,0,18.1627
"0311611",-0.8488,-0.5095,0.467,1.2716,0,2107,0,0,349359.3027787218,586689.0987088692,12.0708,4.3184,2.8017,4.2281,38.95,39.0476,22.077,5.3968,1.5088,23.9854
"0311612",-0.8892,-0.0515,0.2114,1.2599,0,2184,0,0,349329.4135538156,585868.2845804625,8.5258,7.46,8.778,4.2049,45.85,43.1701,34.6477,5.1546,0,48.4014
"0311613",-0.6947,0.0972,-0.3803,1.1756999,0,3496,0,0,349954.22982502554,585897.6801792469,15.0183,5.8085,7.1588,9.3567,51.43,63.4375,33.2139,8.1875,0.2355,53.3228
"0311701",-1.1217,-0.6708,-0.5808,1.2244999,0,846,0,0,344658.5671586143,587329.2970241227,5.8268,0,0,2.8862,85.04,13.0841,44.4444,0,22.6772,22.3622
"0311702",-0.9538,-0.6145,1.2862999,1.2477,0,3673,0,0,345759.2795760778,586607.3104654641,5.7284,3.2568,1.5625,3.299,29.61,19.3154,26.8742,0.652,0.2035,17.7959
"0311703",-0.8959,-0.4694,0.9913,1.2168,0,4393,0,0,344488.2439731081,586579.4094517686,3.9572,4.4803,5.3754,4.5703,33.95,27.2887,29.3152,1.8192,0,25.1081
"0311704",-0.9617,-0.3558,1.5147001,1.2125,0,4533,0,0,343167.10628047935,586546.2080480256,5.4245,4.882,3.5813,2.5097,25.58,17.5753,32.743,1.0043,0,26.7426
"0311705",-1.0134,-0.6419,0.8181,1.2414,0,6115,0,0,341826.7771196795,586674.3952033309,5.0603,2.4511,4.7945,2.9038,41.44,17.7755,25.8056,1.6632,0,21.3283
"0311706",-1.0285,-0.3665,1.6138,1.1531,0,1785,0,0,341678.14387446473,585696.1574277295,4.258,3.8786,0,2.86,28.33,8.9165,33.6496,1.693,0,21.8382
"0311707",-1.006,-0.4077,0.9543,1.1373,0,3211,0,0,342385.0734919505,585715.4185523447,4.8845,3.6964,2.2196,2.2943,36.85,25.208,35.4215,0.8319,0,25.3795
"0311708",-0.9637,-0.2222,1.1554,1.1759,4,3622,110.43622308117062,4.713452436947914,343198.7917060798,585732.9721854245,3.4158,2.9152,3.5834,4.4792,34.74,21.1701,36.3302,3.3872,0,27.9152
"0311709",-0.9558,-0.3836,1.3595999,1.1732,0,1899,0,0,343270.24435476144,585138.2670402112,1.7304,4.1096,0.8949,4.6628,27.96,24.3523,33.9946,0,0,27.3973
"0311710",-0.9593,-0.4416,1.1725,1.1698,0,8942,0,0,344519.25216117915,585765.7386643374,5.3749,6.6855,2.7231,2.6228,32.65,20.4649,30.6673,1.785,0.0995,24.1871
"0311711",-1.0075001,-0.5142,0.9852,1.1763999,0,4238,0,0,345785.8025718131,585797.9841066387,1.928,3.5724,3.4729,4.4042,36.18,22.4537,27.3292,0.6944,0,31.1879
"0311801",-0.9948,-0.3217,1.0322,1.1662,0,6165,0,0,344347.221171778,584949.0680365844,5.1969,3.9376,2.4,2.8291,33.46,27.4066,34.0448,1.4203,0,31.5411
"0311802",-0.9227,-0.3722,0.2603,1.1424,0,4683,0,0,344372.87693843665,584153.3494026649,4.3775,6.0053,4.6603,4.342,47.39,39.0011,31.7875,3.8159,0.9019,31.0603
"0311803",-0.6583,-0.1357,0.3348,1.0726,0,894,0,0,344601.0923276815,583538.4296971415,10.8398,11.7188,7.8704,8.0446,41.53,49.4286,37.7535,1.1429,0,44.7266
"0311901",-0.7626,0.4453,-0.2697,1.2599,1,2086,47.93863854266539,3.890567238720041,348850.8562512154,585056.3053353198,13.2289,10.2592,13.5922,8.6505,54.03,52.3643,37.4288,8.7566,0.378,77.1598
"0311902",-0.9209,-0.0698,0.2292,1.2048,0,5608,0,0,348249.4002931757,585036.2982158371,6.1588,6.2978,7.2489,5.2386,47.7,40.9383,36.5862,3.9203,0,48.7382
"0311903",-1.0382,-0.2835,0.1958,1.1581,1,4131,24.20721374969741,3.227130213461455,347438.19555556175,585021.688616331,5.8065,2.3041,2.6667,2.5599,43.38,48.4222,32.0637,2.5571,0,43.2718
"0311904",-0.9919,0.0802,0.5094,1.1186,3,8753,34.27396321261282,3.56314510574387,346221.61044561357,584995.7345193785,5.5725,7.1151,4.668,4.2829,45.78,33.4067,42.29,3.7037,0,50.8199
"0311905",-0.9141,-0.1062,0.9739,1.1763999,0,1598,0,0,345223.8887531186,584546.9056387274,4.2111,3.0882,5.4705,7.4547,38.17,23.7885,35.688,3.2305,0,41.269
"0311906",-1.0766,0.0777,0.1528,1.1299,0,8055,0,0,346246.8129082719,584189.1103775202,7.078,4.4402,1.7282,4.3184,53.22,35.9284,40.8806,4.5379,1.2163,55.085
"0311907",-1.0064,0.1248,0.05,1.1244,3,6738,44.52359750667854,3.818230818037058,347465.2624223089,584214.735841448,6.9385,3.0297,4.3607,3.4143,45.99,54.9928,41.5951,4.438,0.1496,56.4054
"0311908",-0.8793,0.2295,0.2618,1.1878,1,5215,19.175455417066157,3.004466787237853,348280.6077059388,584236.2974777841,12.7985,4.336,8.2374,4.6759,40.64,52.1884,40.144,4.6537,0.2095,62.3376
"0311909",-0.8988,-0.0605,0.5511,1.1863,0,1748,0,0,348881.65563250595,584252.3519592892,8.3665,9.0969,8.7591,5.3878,39.45,35.6108,27.7992,4.5549,0.5976,58.4993
"0311910",-0.7027,0.6196,0.0302,1.1662,0,1923,0,0,348914.22995725303,583282.9850406952,16.9673,15.3584,18.3761,7.4521,54.12,38.5208,46.9194,6.4715,1.609,82.4476
"0311911",-0.679,0.6423,-0.0548,1.1785001,3,7268,41.27682993946065,3.744239180411039,348315.8801599721,583331.0395592861,13.9696,13.4577,15.4552,8.8352,51.97,49.4482,45.4041,8.1976,4.6565,81.2417
"0311912",-0.9667,0.6816,-0.2168,1.0834,0,3718,0,0,347504.1983875049,583378.6048857801,12.3527,9.102,11.4618,4.5805,54.48,51.2367,47.7042,7.0671,0.2438,88.785
"0311913",-1.0531,0.4845,-0.1302,1.1267999,2,9460,21.141649048625794,3.097460407281213,346282.8955077432,583376.7908453575,5.0504,9.5769,6.3102,4.1212,57.54,42.2249,41.7719,10.9649,2.8073,69.9664
"0311914",-1.0572,-0.3004,-0.2881,1.1424,0,562,0,0,345267.4249746308,583367.2838263636,3.7126,20.479,3.7736,3.962,61.82,35.2941,28.2692,0,0,68.7425
"0312001",-0.9588,-0.0775,0.2714,1.1863,0,4299,0,0,349416.07308514137,585043.2356200874,6.1248,8.0987,4.2627,5.4239,44.5,44.4015,34.129,2.0077,0.2322,58.8969
"0312002",-0.7487,0.532,-0.5943,1.1662,9,5220,172.41379310344828,5.155680606185489,349582.14502011094,584250.8483726582,17.399,10.1608,17.2208,7.2518,56.5,61.5581,39.5156,7.7905,0.7258,87.8188
"0312003",-0.8649,1.0301,0.2605,1.14,0,2624,0,0,349709.95086145506,583768.832101847,11.3826,9.3282,10.8742,7.966,47.42,44.4867,47.6689,14.0684,0,85.6191
"0312004",-0.6369,1.4863,-0.0746,1.1289001,4,7728,51.75983436853002,3.965750188506241,349742.6753852709,583359.9746741212,19.9074,20.7729,17.8396,8.5163,51.44,54.6538,56.7459,14.7639,1.7311,108.46
"0312005",-0.5193,1.2176,0.1465,1.1242,0,3500,0,0,349745.40588927944,582867.9368420448,25.8546,19.296,16.6491,7.3818,43.65,57.4388,56.8374,11.1111,4.4315,93.0869
"0312006",-1.1204,1.9797,0.2532,1.1289001,2,664,301.2048192771084,5.711104997021568,350489.2636089035,582855.5320934767,7.874,6.9291,10.8434,3.3981,51.64,42.029,61.5385,27.5362,0,98.7402
"0312101",-0.6093,0.4038,0.0259,1.2326,0,4179,0,0,352408.50487326283,585949.6289714553,19.2151,16.9477,10,6.5891,43.8,57.4646,37.5836,9.7581,1.25,61.8024
"0312102",-1.0001,0.7134,-0.1453,1.2814,0,941,0,0,351474.3181697746,585942.4134610109,11.6257,6.3327,4.5455,4.4848,55.67,47.3684,45.152,14.5363,1.7013,67.0132
"0312103",-0.8891,0.0316,0.0428,1.23,0,6792,0,0,350664.7407757661,585920.7724202176,9.8786,6.295,4.5767,4.9735,42.34,60.4662,36.7614,3.0303,0,59.2339
"0312104",-0.7561,0.0874,-0.3041,1.1846,0,2196,0,0,350019.00670874753,585132.4223604854,10.6601,9.5897,10.4779,7.5957,52.28,58.6406,36.9681,4.7235,0.3568,61.5076
"0312105",-0.9504,0.3906,-0.9444,1.0948,4,8650,46.24277456647399,3.855299723018351,350685.05297518877,585108.3884568523,19.0457,7.9984,6.25,3.4272,60.9,70.0075,38.3237,8.383,0.2051,79.4914
"0312106",-0.7731,0.7252,-0.4474,1.2128,0,7805,0,0,351489.42709863174,585129.2029584448,18.0806,10.9216,13.9679,5.5076,53.48,63.1433,45.2288,10.2534,1.1697,83.3991
"0312107",-0.5082,1.0519,-0.3369,1.2819999,3,5070,59.171597633136095,4.097200440868064,352203.99539056735,585149.8854400166,19.4773,18.8444,19.1342,9.7412,50.76,64.9465,44.8411,15.1038,2.205,90.343
"0312108",-0.3972,1.293,-0.912,1.2326,0,1075,0,0,352607.87102523685,585152.1802835948,26.4222,17.2156,33.0855,5.9313,57.08,79.3451,56.4315,15.1134,2.1707,96.7066
"0312109",-0.6714,1.0191,0.1351,1.2011,0,2339,0,0,353070.39558718883,585129.8039844317,21.8761,14.1048,16.9014,5.3679,45.05,52.7888,53.5359,10.6574,1.0613,85.0736
"0312201",-0.6371,0.7162,-0.5077,1.2423,0,434,0,0,353923.7583503824,584384.1974674093,6.1947,28.9086,8.125,11.9843,58.11,62.3016,34.0961,14.2857,1.3274,88.6431
"0312202",-0.7982,0.6801,-0.4354,1.2348,0,1988,0,0,353337.3594872203,584360.5738223896,12.8535,11.5681,12.1896,6.4582,51.73,67.6336,43.2526,9.4656,2.0051,86.7352
"0312203",-0.4385,0.309,-0.2285,1.2011,2,1926,103.84215991692628,4.652455980273948,352931.4140229256,584351.1130476759,18.8344,17.9853,18.8034,7.1203,44.07,69.0928,38.8494,6.7511,5.6349,65.7276
"0312204",-0.8264,0.2023,-0.5626,1.228,1,2288,43.70629370629371,3.800114290506819,352530.1377093804,584348.7886058853,19.6633,10.2357,13.4078,4.4924,53.88,59.0068,29.4792,7.3028,0.6734,78.0135
"0312205",-0.5248,0.8708,-0.3121,1.2819999,2,2245,89.08685968819599,4.50077431255993,352128.03299209906,584332.5112317085,27.9603,12.9882,15.0215,6.5357,44.54,73.5246,46.7978,10.9016,7.8735,85.3068
"0312206",-0.5972,0.9856,-0.8552,1.0904,3,7082,42.360914995763906,3.769558459209568,351515.8358383414,584318.0410432247,22.8377,13.7877,16.6575,7.4191,56.77,77.2384,44.517,15.1197,6.4383,92.1404
"0312207",-0.7594,0.709,-0.5516,1.14,5,9849,50.76657528683115,3.94674467625956,350707.37234139757,584291.982237261,19.197,8.4951,11.5951,8.2569,54.65,66.321,42.8196,9.5396,0.7711,88.5536
"0312208",-0.9843,-0.2605,3.0171001,1.0948,0,30,0,0,350177.6044135703,584372.8690424137,0,0,0,0,0,0,45,0,0,0
"0312209",-0.4777,1.2773,-0.1172,1.0987,8,8176,97.84735812133073,4.593576823122205,350745.1456921733,583510.4038157939,23.9695,23.9278,16.0418,8.3791,47.3,63.6099,52.5528,14.5075,5.7321,96.3359
"0312210",-0.3382,1.7496001,-0.7582,1.0904,10,3709,269.61445133459154,5.600695119094857,351264.3924430667,583497.7304717188,29.3372,23.6335,28.4848,7.3861,58.5,73.7226,61.4914,21.2722,7.7106,103.882
"0312211",-0.2576,1.2775,-1.1277,1.0528001,4,4909,81.48299042574862,4.412592095425714,351670.51931608684,583514.8274276396,34.8809,28.2534,29.1009,5.999,62.63,77.5176,52.3703,16.6276,11.7018,100.242
"0312212",-0.0652,1.2355,-0.7836,1.228,3,2854,105.1156271899089,4.664529322143766,352140.8094901581,583526.7033397595,28.3105,29.0894,28.7559,11.1201,56.51,77.4609,49.35,18.5833,18.3454,90.9213
"0312213",-0.5993,1.5245,-0.8657,1.0987999,3,3672,81.69934640522875,4.415211698796829,352543.303076382,583539.3300103261,31.2992,17.0768,19.2982,3.8176,55.07,79.1189,50.1367,21.3216,8.2923,105.955
"0312214",-0.5364,2.0506999,-0.3621,1.228,3,2906,103.2346868547832,4.646644961206575,352977.9839469456,583505.0438165653,32.7016,22.503,22.069,4.0488,49.51,69.8276,62.6322,24.1379,1.5042,111.071
"0312215",-0.5983,1.5953,-0.8071,1.0987,5,3414,146.45577035735207,4.993528268828226,353359.1774859167,583603.0313881283,31.0363,22.3316,10.3846,5.5056,58.57,75.395,54.9416,21.9714,5.285,98.8601
"0312216",-0.8293,0.8572,-0.1157,1.2423,2,3327,60.114217012323415,4.112744523436829,353760.71587796154,583558.3559681253,14.0669,10.2507,7.911,4.9138,45.81,65.0602,45.8502,14.006,1.532,75.766
"0312217",-0.4633,0.5353,-0.2231,1.2602,0,1759,0,0,354165.84191937675,583567.8727628117,23.5925,17.771,18.6047,6.1538,43.45,69.0891,41.6219,9.2054,0.2298,68.4795
"0312218",-0.6812,1.3831,-0.131,1.2144001,1,685,145.98540145985402,4.990333272050281,354765.55726002675,583504.4664163375,23.0711,21.1044,15.4639,2.4059,43.28,71.6075,59.3995,12.7349,2.4962,101.437
"0312219",-0.519,0.3127,0.9112,1.2835,2,406,492.61083743842363,6.201747428262679,355143.52029873076,583003.3754898891,17.6583,17.2745,11.1111,3.6765,19.96,59.2742,37.2493,8.871,0,44.3379
"0312220",-0.5505,0.0663,-0.0751,1.2144001,0,1198,0,0,354592.22916612553,582980.8722630132,14.9564,17.6392,13.2353,6.0119,45.02,60.5263,37.3,5.7276,2.6157,50.2348
"0312221",-0.716,0.8342,-0.2171,1.2144001,0,688,0,0,354283.29890929325,583000.4960876319,15.4394,17.5772,15.847,0.8065,39.92,79.1304,48.9712,11.0145,0,78.9786
"0312222",-0.7318,0.5425,0.1535,1.2602,2,1802,110.98779134295228,4.718389859487023,353867.8947928348,582961.6778051581,12.3353,23.1945,9.2269,4.2189,42.52,56.4991,42.1358,7.279,6.3785,79.863
"0312223",-0.2516,1.5069,-0.769,1.0999,0,1256,0,0,353379.19031247095,582945.7643223824,42.8916,25.9438,19.4915,6.3146,58.03,72.0461,57.9618,20.1729,11.9679,89.5582
"0312224",-0.6588,1.9662,-0.5601,1.0987999,0,1520,0,0,352972.85537023575,582936.0558074805,33.1269,15.8411,10.5134,8.9009,58.25,64.1121,56.0768,25.9813,0.4644,109.907
"0312225",-0.3699,1.6896,-0.4821,1.1487,0,1215,0,0,352564.66530699114,582931.9677881278,32.4547,20.9226,19.656,10.1523,56.08,67.0886,62.0609,17.9325,9.8298,106.205
"0312226",0.3681,1.0626,-1.0378,1.0987999,6,1473,407.33197556008145,6.012080509146204,352158.2004820541,582919.186749895,47.9738,49.8212,27.4924,9.9453,61.37,80.9816,57.3472,13.0879,23.8379,79.3802
"0312227",-0.0917,1.599,-0.6027,1.0707,3,2246,133.5707925200356,4.902090399013332,351688.1692199324,582901.7424687063,36.5854,36.4673,21.4022,9.0619,53.78,75.3754,55.9759,21.3213,12.8639,94.6892
"0312228",1.0003999,0.8535,-0.5147,1.0528001,0,1151,0,0,351284.0203622289,582895.1720155806,51.8072,42.8258,50.2203,17.5,51.01,71.0425,48.3146,17.7606,36.6922,51.0405
"0312229",-0.5334,1.2059,-0.6467,1.0576,1,1423,70.27406886858749,4.266532570786183,350869.1992542101,582905.1158551363,34.9398,20.3213,19.5572,5.8036,55.48,65.3333,48.3871,14,4.1767,104.257
"0312301",0.0869,1.4884,-0.6675,1.0707,2,2096,95.41984732824427,4.568712065572824,352174.3086213148,582518.8993217873,49.0583,30.2672,24.4576,10.2467,54.39,75,58.723,19.2647,15.0679,84.4503
"0312302",-0.2191,2.0597999,-0.6249,1.0707,11,2036,540.2750491159136,6.293927558367589,351700.94924662483,582496.0481146312,45.9681,17.1754,34.0249,7.5573,54.7,69.5009,65.3965,22.5508,9.8861,114.032
"0312303",-0.4081,1.5779999,0.1973,1.0707,0,926,0,0,351300.3911643694,582493.7379613412,26.25,17.6923,31.3208,6.9164,38.31,65.3061,66.4694,9.3878,3.75,113.269
"0312304",-0.9613,1.5263,0.2584,1.0576,2,3015,66.33499170812604,4.209680037758402,350758.1720916847,582488.4533175884,16.586,11.0573,14.2857,5.4207,46.94,42.8571,51.9584,16.8254,0,112.591
"0312305",-0.2157,1.8108,-0.5252,1.0118001,3,4080,73.52941176470588,4.311193836264923,349726.9516310765,582461.5440368531,35.4935,23.0808,29.656,9.3667,52,72.326,58.0871,21.4771,10.8674,109.596
"0312306",-0.0368,0.8507,-0.3406,1.1493,15,7345,204.22055820285908,5.324085294452091,349742.9435488867,581849.0619397936,29.7501,17.0104,23.3828,10.5224,51.6,68.603,53.3836,14.5689,38.9833,66.3189
"0312307",-0.3829,1.6769,0.093,1.1665,13,8023,162.03415181353608,5.093959699188885,350761.90366435784,581879.8417090381,26.6005,25.2913,13.977,8.5984,45.46,59.4757,53.401,24.249,20.961,94.7921
"0312308",-0.6156,1.3868001,0.139,1.074,0,1413,0,0,351304.67112564633,581833.0541225728,22.2908,16.3237,18.1034,7.6305,48.42,47.486,52.8721,17.0391,9.8765,97.9424
"0312309",0.4867,1.5912,-0.2388,1.074,9,5502,163.57688113413303,5.103377823543108,351680.5389616631,581928.5338833184,42.2351,41.8088,33.2196,15.5593,51.47,68.2088,65.7675,18.9205,27.1163,80.6334
"0312310",0.6,0.8736,0.2187,1.1063,5,2900,172.41379310344828,5.155680606185489,351699.5653876707,581083.6427853239,38.1227,41.6768,29.7994,14.2922,42.01,58.2536,44.2933,20.3349,56.6221,55.2855
"0312311",1.12,-0.3659,0.2777,1.1665,1,1896,52.742616033755276,3.984206281454629,351304.4105673349,581104.9440244915,34.0321,30.0489,51.3043,12.7706,41.51,55.4404,43.9058,9.5855,100,1.3277
"0312312",0.9886,0.1571,0.2731,0.9915,30,7596,394.9447077409163,5.981274574588856,350791.4427903656,581073.2171617497,32.3784,39.3341,37.4002,14.5266,39.72,65.5509,47.5692,14.04,85.5852,17.7184
"0312313",0.0642,0.1821,0.1589,1.1214,6,8553,70.1508242721852,4.264801909460818,349788.3600621368,580633.2380621115,18.8638,23.8651,21.6561,8.3301,48.34,51.2535,43.806,13.4169,65.0295,35.9964
"0312315",1.3933001,0.1125,0.1468,1.0134,30,7860,381.6793893129771,5.947197534992285,351012.9627320334,580261.2881230139,43.1531,51.3138,34.7734,16.5882,44.59,68.5656,56.446,13.2787,97.8817,0.2894
"0312316",1.4450001,0.2743,0.4648,0.9053,8,1865,428.9544235924933,6.063679211424732,351819.4974460149,580282.0224649596,44.6673,48.3855,33.4764,17.9883,35.28,72.6148,58.4442,13.7809,98.0431,2.7886
"0312317",0.852,0.5729,0.3794,0.9705,3,940,319.1489361702128,5.76878631304882,352594.19354983646,580253.5651113736,44.636,25.5747,29.8755,7.7409,35.34,68.9441,56.1866,24.2236,98.659,1.341
"0312318",0.5288,1.9114,-1.141,1.048,2,285,701.7543859649123,6.55500745091254,352191.87135304767,580903.7325823242,55.5874,72.2063,23.8636,14.0969,65.99,82.9545,67.4699,19.3182,0,101.433
"0312401",0.2771,2.1197,-0.7248,0.9228,0,189,0,0,355637.8341336484,582630.1479196881,53.0612,38.2653,50.9804,6.8182,37.7,92.5373,40.7895,32.8358,0,113.265
"0312402",-0.8147,1.1996,-0.5923,1.2835,0,1240,0,0,355007.3341449049,582589.804833273,19.9444,10.2154,6.4407,5.8226,49.85,82.4953,51.2994,14.5251,1.5288,97.0813
"0312403",-0.5749,0.0224,0.0712,1.2835,0,1172,0,0,354604.00309048366,582576.900404405,20.4678,11.863,12.3457,5.7518,39.44,61.5254,37.2573,3.0508,0,51.8797
"0312404",-0.4418,0.477,0.1917,1.316,0,609,0,0,354243.93484584836,582667.7875268911,20,8.3077,10,15.9864,46.93,51.6949,47.2803,4.2373,3.3846,68
"0312405",-0.1829,-0.0573,-0.8916,1.0999,1,857,116.68611435239207,4.768021032390688,353895.6743292458,582523.6409534288,24.9536,15.7699,23.7668,9.0123,60.39,69.6822,37.0066,6.357,26.9944,51.577
"0312406",0.2984,2.0276999,-0.7793,1.0999,5,1493,334.8961821835231,5.816802130621898,353387.38430396904,582543.1684357072,43.473,37.9478,37.224,12.3352,58.21,78.1579,66.7536,27.1053,11.9004,88.8889
"0312407",-0.5121,2.0678,-0.3586,1.0999,0,2059,0,0,352980.21845234075,582530.7499326774,24.5721,25.3451,16.6247,9.9759,55.4,65.2083,62.0495,24.5833,2.4296,113.363
"0312408",-0.1898,1.2888,-0.5282,1.1487,1,1393,71.78750897343862,4.287544360445918,352580.171148283,582525.710662197,41.2387,27.0393,23.8329,5.8296,47.43,77.5047,53.7856,15.1229,9.8187,92.2458
"0312409",0.2692,1.3385,-0.4992,1.048,2,1174,170.35775127768312,5.143753483817367,352385.1201792613,581714.2897274102,45.5229,41.1588,26.2799,10.8696,49.43,81.6583,66.0685,10.5528,20.6922,90.3687
"0312410",0.3541,1.396,-0.7425,1.118,1,2852,35.06311360448808,3.585270559152697,352990.5597743405,582074.4508370474,44.947,39.6903,35.7664,9.219,54.74,82.6409,68.9542,14.095,24.0424,81.9478
"0312411",0.1205,1.6298,-0.814,1.118,13,3230,402.4767801857585,6.000118940046137,353402.09706181,581935.5610534592,45.1007,34.9359,28.2276,10.2564,57.64,78.3898,62.2935,19.4068,18.7042,94.6886
"0312412",-0.0526,0.2667,-1.0016,1.0905,4,1108,361.01083032490976,5.891674129402849,353808.8265029523,581949.6650153209,29.4931,24.9424,35.4571,7.0069,60.15,71.1697,38.191,9.3904,23.5599,66.3019
"0312413",0.1529,0.3104,-0.9041,1.0905,2,1285,155.6420233463035,5.053963095873844,354116.0858421799,581955.4034341746,38.3729,27.1864,28.1481,9.0823,58.17,76,46.3869,9.1765,24.8136,49.4915
"0312414",-0.1248,0.6136,-0.9555,1.1057,4,2440,163.9344262295082,5.105547978118739,354590.65719422,581877.9889894621,30.149,21.1336,29.0206,7.6923,56.39,81.7555,46.6775,10.721,19.6922,73.0515
